"title","link","processed_title","title_wordcnt","remove"
"Most Lucrative Energy Job? Some Say CEO of a Bankrupt Company","https://www.wsj.com/articles/most-lucrative-energy-job-some-say-its-ceo-of-a-bankrupt-company-1491211816"," lucrative energy job  say ceo   bankrupt company",11,FALSE
"A Party-Friendly Estate In Austin Seeks Record $45 Million","https://www.wsj.com/articles/a-party-friendly-estate-in-austin-seeks-record-45-million-1491236591"," partyfriendly estate  austin seeks record 45 million",9,FALSE
"Ivanka Trump and Jared Kushner’s Rent in Washington: $15,000 a Month","https://www.wsj.com/articles/ivanka-trump-and-jared-kushners-rent-in-washington-15-000-a-month-1491234218","ivanka trump  jared kushner’s rent  washington 15000  month",11,FALSE
"Buying a Home This Spring Will Be Hardest in Years","https://www.wsj.com/articles/buying-a-home-will-be-harder-than-ever-this-spring-1491048002","buying  home  spring will  hardest  years",10,FALSE
"The NBA Team That Also Plays Kickball","https://www.wsj.com/articles/the-nba-team-that-also-plays-kickball-1491230024"," nba team  also plays kickball",7,FALSE
"How Gonzaga Became a Top Dog","https://www.wsj.com/articles/how-gonzaga-became-a-top-dog-1491173872"," gonzaga became  top dog",6,FALSE
"Roger Federer Turns Back the Clock","https://www.wsj.com/articles/roger-federer-turns-back-the-clock-1491174665","roger federer turns back  clock",6,FALSE
"
            MLB Opening Day 2017
        ","/picture-gallery/sports/mlb/2017/04/02/mlb-opening-day-2017/99957208/","            mlb opening day 2017        ",4,FALSE
"
            April political cartoons from the USA TODAY Network
        ","/picture-gallery/opinion/nation-now/2017/04/01/april-political-cartoons-from-the-usa-today-network/99902288/","            april political cartoons   usa today network        ",8,FALSE
"
            Red carpet: Fashion Los Angeles Awards
        ","/picture-gallery/life/people/2017/04/02/red-carpet-fashion-los-angeles-awards/99968670/","            red carpet fashion los angeles awards        ",6,FALSE
"
            Masters week at Augusta National
        ","/picture-gallery/sports/golf/masters/2017/04/02/masters-week-at-augusta-national/99955656/","            masters week  augusta national        ",5,FALSE
"
            Photo tour: 25 cruise ship attractions that will blow your mind
        ","/picture-gallery/travel/cruises/2017/03/31/photo-tour-25-cruise-ship-attractions-that-will-blow-your-mind/99829960/","            photo tour 25 cruise ship attractions  will blow  mind        ",11,FALSE
"America's most Irish city","/travel/92781317-132.html#nt=oft02a-20gp4","americas  irish city",4,FALSE
"Even in choosing science books, Americans seem divided by...","/science/sciencenow/la-sci-sn-science-partisan-20170403-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","even  choosing science books americans seem divided ",9,FALSE
"How did Mars lose so much of its atmosphere? MAVEN has an...","/science/sciencenow/la-sci-mars-maven-20170331-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","  mars lose  much   atmosphere maven  ",12,FALSE
"This is how much global trade costs, not in dollars but in...","/science/sciencenow/la-sci-sn-pollution-trade-deaths-20170331-htmlstory.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","   much global trade costs   dollars  ",12,FALSE
"Remains of a pyramid discovered in Egypt","http://abcnews.go.com/Technology/wireStory/remains-pyramid-discovered-egypt-46538563","remains   pyramid discovered  egypt",7,FALSE
"Official results confirm Serbia PM elected president","http://abcnews.go.com/International/wireStory/official-results-confirm-serbia-pm-vucic-elected-president-46538017","official results confirm serbia pm elected president",7,FALSE
"Man rescued after shark attacks kayak off Australian coast","http://abcnews.go.com/International/wireStory/man-rescued-shark-attacks-kayak-off-australian-coast-46537307","man rescued  shark attacks kayak  australian coast",9,FALSE
"Human Rights Watch says Israel blocking access to Gaza","http://abcnews.go.com/International/wireStory/human-watch-israel-blocking-access-gaza-46534741","human rights watch says israel blocking access  gaza",9,FALSE
"Toddler struck, killed by grandfather's truck","http://abcnews.go.com/US/wireStory/michigan-toddler-killed-struck-grandfathers-truck-46529937","toddler struck killed  grandfathers truck",6,FALSE
"Leopard briefly shuts down Nepal's international airport","http://abcnews.go.com/International/wireStory/leopard-briefly-shuts-nepals-international-airport-46535517","leopard briefly shuts  nepals international airport",7,FALSE
"
								Fewer missing but more dead as rivers recede in Colombia
							","http://abcnews.go.com/International/wireStory/families-flood-hit-colombian-city-search-children-46535794","								fewer missing   dead  rivers recede  colombia							",10,FALSE
"
											Death toll rises in Colombia after flash floods
										","http://abcnews.go.com/International/photos/death-toll-rises-colombia-flash-floods-46549515","											death toll rises  colombia  flash floods										",8,FALSE
"
								Patriots owner presents Brady with stolen Super Bowl jerseys
							","http://abcnews.go.com/Sports/wireStory/patriots-owner-presents-brady-stolen-super-bowl-jerseys-46548035","								patriots owner presents brady  stolen super bowl jerseys							",9,FALSE
"
								Cosby prosecutors press to use drug testimony
							","http://abcnews.go.com/Entertainment/wireStory/latest-cosby-prosecutors-press-drug-testimony-46546301","								cosby prosecutors press  use drug testimony							",7,FALSE
"Should You Have a Scan for Skin Cancer?","https://www.wsj.com/articles/should-you-have-a-scan-for-skin-cancer-1491233386","    scan  skin cancer",8,FALSE
"Juilliard Students Photographed in Their Element","https://www.wsj.com/articles/juilliard-students-photographed-in-their-element-1491228529","juilliard students photographed   element",6,FALSE
"Blooming Brilliant: These Florals Are Anything But Typical","https://www.wsj.com/articles/blooming-brilliant-these-florals-are-anything-but-typical-1491234432","blooming brilliant  florals  anything  typical",8,FALSE
"New Insights into Prince Charles","https://www.wsj.com/articles/new-insights-into-a-prince-1491237036","new insights  prince charles",5,FALSE
"Reset Your Life in an Hour","https://www.wsj.com/articles/reset-your-life-in-an-hour-1491261280","reset  life   hour",6,FALSE
"New Books Explore Subject of Memory","https://www.wsj.com/articles/new-books-explore-subject-of-memory-1490801008","new books explore subject  memory",6,FALSE
"How Wednesday Became Black TV’s Big Night","https://www.wsj.com/articles/how-wednesday-became-black-tvs-big-night-1490720328"," wednesday became black tv’s big night",7,FALSE
"Cable TV is Powering a Big Increase in News Consumption","https://www.wsj.com/articles/cable-tv-is-powering-a-big-increase-in-news-consumption-1491192062","cable tv  powering  big increase  news consumption",10,FALSE
"Mic Is Rolling Out Nine New Digital Content Brands","https://www.wsj.com/articles/mic-is-rolling-out-nine-new-digital-content-brands-1490890532","mic  rolling  nine new digital content brands",9,FALSE
"Telecom Giants Get the OK to Mine Your Web History","https://www.wsj.com/articles/with-washingtons-blessing-telecom-giants-can-mine-your-web-history-1490869801","telecom giants get  ok  mine  web history",10,FALSE
"Employees ‘Weak Link’ in Cybersecurity Efforts: Analysts","http://blogs.wsj.com/cio/2017/04/03/employees-weak-link-in-cybersecurity-efforts-analysts/","employees ‘weak link’  cybersecurity efforts analysts",7,FALSE
"BNY Mellon AI Chatbot to Help IT Automate Data Center Tasks","http://blogs.wsj.com/cio/2017/04/03/bny-mellon-ai-chatbot-to-help-it-automate-data-center-tasks/","bny mellon ai chatbot  help  automate data center tasks",11,FALSE
"America’s Talent Strategy Is Foolish","http://blogs.wsj.com/cio/2017/04/03/americas-talent-strategy-is-foolish/","america’s talent strategy  foolish",5,FALSE
"Drastic cuts to NIH budget could translate to less...","/science/sciencenow/la-sci-sn-nih-grants-patents-20170330-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","drastic cuts  nih budget  translate  less",9,FALSE
"Having a common cold feels worse if you're lonely","/science/sciencenow/la-sci-sn-loneliness-cold-20170330-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","  common cold feels worse  youre lonely",9,FALSE
"Spacewalking astronauts lose a piece of shield needed for...","/science/sciencenow/la-sci-sn-astronaut-floats-away-20170330-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","spacewalking astronauts lose  piece  shield needed ",9,FALSE
"Biology explains why men kill big game like Cecil the lion —...","/science/sciencenow/la-sci-sn-trophy-hunting-biology-20170328-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","biology explains  men kill big game like cecil  lion —",12,FALSE
"Here's what gives kingsnakes the edge in snake-to-snake...","/science/sciencenow/la-sci-sn-kingsnakes-20170329-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","heres  gives kingsnakes  edge  snaketosnake",8,FALSE
"
								Kate Walsh talks about '13 Reasons Why'
							","javascript:void(0);","								kate walsh talks  13 reasons 							",7,FALSE
"
								Doris Day and 7 other celebrities in their 90s
							","http://abcnews.go.com/Entertainment/doris-day-celebrities-90s/story?id=46542301","								doris day  7  celebrities   90s							",9,FALSE
"
											How Doris Day is celebrating the birthday she thought was her 93rd
										","http://abcnews.go.com/Entertainment/doris-day-celebrating-birthday-thought-93rd/story?id=46422136","											 doris day  celebrating  birthday  thought   93rd										",12,FALSE
"
											Doris Day's life and career
										","http://abcnews.go.com/GMA/video/doris-days-life-career-46541097","											doris days life  career										",5,FALSE
"
								Alec Baldwin opens up about addiction in new memoir
							","http://abcnews.go.com/Entertainment/alec-baldwin-opens-family-career-past-addiction-memoir/story?id=46528397","								alec baldwin opens   addiction  new memoir							",9,FALSE
"
											Gisele Bundchen and Tom Brady enjoy date night
										","http://abcnews.go.com/Entertainment/photos/gisele-bundchen-years-28915247","											gisele bundchen  tom brady enjoy date night										",8,FALSE
"
								What's new on Netflix, iTunes, Amazon Prime and Hulu for April
							","http://abcnews.go.com/Entertainment/netflix-itunes-amazon-prime-hulu-april/story?id=46491814","								whats new  netflix itunes amazon prime  hulu  april							",11,FALSE
"
	                                        Meet the young woman who predicted the final two teams in March Madness
	                                    ","javascript:void(0);","	                                        meet  young woman  predicted  final two teams  march madness	                                    ",13,FALSE
"
	                                        South Carolina wins NCAA women's championship
	                                    ","javascript:void(0);","	                                        south carolina wins ncaa womens championship	                                    ",6,FALSE
"Republican interest in spending on law enforcement surged 34 percent from 2014 to 2016","https://www.washingtonpost.com/news/politics/wp/2017/04/03/republican-interest-in-spending-on-law-enforcement-surged-34-percent-from-2014-to-2016/","republican interest  spending  law enforcement surged 34 percent  2014  2016",14,FALSE
"Trump can quietly draw money from trust whenever he wants, new documents show","https://www.washingtonpost.com/politics/trump-can-quietly-draw-money-from-trust-whenever-he-wants-new-documents-show/2017/04/03/7f4c0002-187c-11e7-9887-1a5314b56a08_story.html","trump can quietly draw money  trust whenever  wants new documents show",13,FALSE
"The White House is a smoke machine when it comes to Russia","https://www.washingtonpost.com/news/the-fix/wp/2017/04/03/the-white-house-is-a-smoke-machine-when-it-comes-to-russia/"," white house   smoke machine   comes  russia",12,FALSE
"Supreme Court to weigh corporations’ liability in human rights violations abroad","https://www.washingtonpost.com/politics/courts_law/supreme-court-to-weigh-corporations-liability-in-human-rights-violations-abroad/2017/04/03/fcc60b2c-1895-11e7-bcc2-7d1a0973e7b2_story.html","supreme court  weigh corporations’ liability  human rights violations abroad",11,FALSE
"The attack on our civil liberties by TSA, ICE and other government agencies has got to stop","https://www.washingtonpost.com/local/the-attack-on-our-civil-liberties-by-tsa-ice-and-other-government-agencies-has-got-to-stop/2017/04/03/55712dc8-1897-11e7-855e-4824bbb5d748_story.html"," attack   civil liberties  tsa ice   government agencies  got  stop",17,FALSE
"Last call for a Rogue Saint","https://www.washingtonpost.com/local/a-bar-stool-endless-jamesons-and-redemption-for-a-capitol-hill-curmudgeon/2017/04/01/cb0650f6-1714-11e7-833c-503e1f6394c9_story.html","last call   rogue saint",6,FALSE
"Readers remember the strangeness, beauty and controversy of St. Elizabeths","https://www.washingtonpost.com/local/readers-remember-the-strangeness-beauty-and-controversy-of-st-elizabeths/2017/04/03/8d2d8bba-1808-11e7-855e-4824bbb5d748_story.html","readers remember  strangeness beauty  controversy  st elizabeths",10,FALSE
"Read the latest from All Opinions Are Local","https://www.washingtonpost.com/local/read-the-latest-from-all-opinions-are-local/2015/08/17/31be73d0-4522-11e5-8e7d-9c033e6745d8_story.html","read  latest   opinions  local",8,FALSE
"Corporate Pension Fees Quadruple Since 2012","http://blogs.wsj.com/cfo/2017/04/03/corporate-pension-fees-quadruple-since-2012/","corporate pension fees quadruple since 2012",6,FALSE
"Lloyd’s of London to Set Up EU Subsidiary in Brussels","https://www.wsj.com/articles/lloyds-of-london-to-set-up-eu-subsidiary-in-brussels-1490895996","lloyd’s  london  set  eu subsidiary  brussels",10,FALSE
"James Bond’s Bond May Get Single-B Boost","https://www.wsj.com/articles/james-bonds-bond-may-get-single-b-boost-1490890951","james bond’s bond may get singleb boost",7,FALSE
"Bank of America Using FATF Reports to Gauge Risk","http://blogs.wsj.com/riskandcompliance/2017/04/03/bank-of-america-using-fatf-reports-to-gauge-risk/","bank  america using fatf reports  gauge risk",9,FALSE
"U.K. Expands its Sanctions Enforcement Arsenal","http://blogs.wsj.com/riskandcompliance/2017/04/03/u-k-expands-its-sanctions-enforcement-arsenal/","uk expands  sanctions enforcement arsenal",6,FALSE
"Corruption Currents: India Raids Locations of Shell Companies","http://blogs.wsj.com/riskandcompliance/2017/04/03/corruption-currents-india-raids-locations-of-shell-companies/","corruption currents india raids locations  shell companies",8,FALSE
"U.S. Ports Forge Alliances to Keep Their Spots on Trade Map","https://www.wsj.com/articles/u-s-ports-forge-alliances-to-keep-their-spots-on-trade-map-1491138001","us ports forge alliances  keep  spots  trade map",11,FALSE
"Hepatitis B and C can be wiped out in the U.S. by 2030....","/science/sciencenow/la-sci-sn-eliminating-hepatitis-20170328-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","hepatitis b  c can  wiped    us  2030",13,FALSE
"For at least $675,000, you can own a handwritten page from...","/science/sciencenow/la-sci-sn-charles-darwin-manuscript-20170328-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","  least 675000  can   handwritten page ",11,FALSE
"16 crisp slaw recipes for Meatless Monday","/food/dailydish/la-dd-slaw-recipes-meatless-monday-vegetarian-20170403-story.html#nt=oft02a-22la1","16 crisp slaw recipes  meatless monday",7,FALSE
"Three Los Angeles chefs named Food & Wine magazine’s Best New Chefs","/food/dailydish/la-dd-best-new-chefs-20170403-story.html#nt=oft02a-22gp2","three los angeles chefs named food  wine magazine’s best new chefs",12,FALSE
"
		                                        Gonzaga rides swarming defense into NCAA championship game
		                                    ","http://abcnews.go.com/Sports/wireStory/gonzaga-rides-swarming-defense-ncaa-championship-game-46531261","		                                        gonzaga rides swarming defense  ncaa championship game		                                    ",8,FALSE
"
		                                        Tar Heels hoping Hicks can turn things around in NCAA final
		                                    ","http://abcnews.go.com/Sports/wireStory/tar-heels-hoping-hicks-turn-things-ncaa-final-46531941","		                                        tar heels hoping hicks can turn things around  ncaa final		                                    ",11,FALSE
"
		                                        South Carolina wins 1st national title, beats Miss St 67-55
		                                    ","http://abcnews.go.com/Sports/wireStory/south-carolina-wins-1st-national-title-beats-miss-46532415","		                                        south carolina wins 1st national title beats miss st 6755		                                    ",10,FALSE
"NHL will not participate in 2018 Winter Olympics","https://www.washingtonpost.com/news/early-lead/wp/2017/04/03/nhl-will-not-participate-in-2018-winter-olympics/","nhl will  participate  2018 winter olympics",8,FALSE
"Georgetown University hires star alumnus Patrick Ewing to replace John Thompson III as men’s basketball coach","https://www.washingtonpost.com/news/sports/wp/2017/04/03/georgetown-university-hires-star-alumnus-patrick-ewing-to-replace-john-thompson-iii-as-mens-basketball-coach/","georgetown university hires star alumnus patrick ewing  replace john thompson iii  men’s basketball coach",16,FALSE
"Blake Treinen gets the save in his first chance as the Nationals’ new closer","https://www.washingtonpost.com/sports/nationals/blake-treinen-gets-save-in-his-first-chance-as-the-nationals-new-closer/2017/04/03/b20bd2ee-18b1-11e7-bcc2-7d1a0973e7b2_story.html","blake treinen gets  save   first chance   nationals’ new closer",14,FALSE
"A D.C. baseball tradition: Bryce Harper hitting Opening Day home runs","https://www.washingtonpost.com/news/nationals-journal/wp/2017/04/03/a-d-c-baseball-tradition-bryce-harper-hitting-opening-day-home-runs/"," dc baseball tradition bryce harper hitting opening day home runs",11,FALSE
"Neil Gorsuch got where he is because of a form of affirmative action","https://www.washingtonpost.com/posteverything/wp/2017/04/03/neil-gorsuch-got-where-he-is-because-of-a-form-of-affirmative-action/","neil gorsuch got       form  affirmative action",13,FALSE
"The looming strategic disaster at Mar-a-Lago this week","https://www.washingtonpost.com/posteverything/wp/2017/04/03/the-looming-strategic-disaster-at-mar-a-lago/"," looming strategic disaster  maralago  week",8,FALSE
"Barriers to opportunity in today’s America","https://www.washingtonpost.com/posteverything/wp/2017/04/03/barriers-to-opportunity-in-todays-america/","barriers  opportunity  today’s america",6,FALSE
"President Trump says he wants a bipartisan deal on health care. Here’s one.","https://www.washingtonpost.com/posteverything/wp/2017/04/03/president-trump-says-he-wants-a-bipartisan-deal-on-health-care-heres-one/","president trump says  wants  bipartisan deal  health care here’s one",13,FALSE
"Today’s Top Supply Chain and Logistics News From WSJ","https://www.wsj.com/articles/todays-top-supply-chain-and-logistics-news-from-wsj-1491214435","today’s top supply chain  logistics news  wsj",9,FALSE
"Guest Voices: Supply Chains and the Trump Roller-Coaster","https://www.wsj.com/articles/guest-voices-supply-chains-and-the-trump-roller-coaster-1491243331","guest voices supply chains   trump rollercoaster",8,FALSE
"What’s Behind Chipotle’s Sudden Hot Streak?","http://www.barrons.com/articles/is-this-the-big-chipotle-comeback-1491255843","what’s behind chipotle’s sudden hot streak",6,FALSE
"Under Armour: Who’s Right?","http://www.barrons.com/articles/under-armour-whos-right-1491247390"," armour who’s right",4,FALSE
"Is This the Ultimate Millennial Company?","http://www.barrons.com/articles/is-this-the-ultimate-millennial-company-1491240198","   ultimate millennial company",6,FALSE
"Instagram users: we’ve created the most narcissistic social network on the planet","http://marketwatch.com/story/beware-of-people-who-always-post-selfies-on-facebook-2015-07-16","instagram users we’ve created   narcissistic social network   planet",12,FALSE
"Shiny, happy people are 10% more productive at work","http://marketwatch.com/story/shiny-happy-people-are-10-more-productive-at-work-2017-04-03","shiny happy people  10  productive  work",9,FALSE
"Yahoo name game continues with ‘Oath: A Verizon Company’","http://marketwatch.com/story/yahoo-name-game-continues-with-oath-a-verizon-company-2017-04-03","yahoo name game continues  ‘oath  verizon company’",9,FALSE
"
	                                        This 12-year-old predicted the March Madness final four
	                                    ","javascript:void(0);","	                                         12yearold predicted  march madness final four	                                    ",8,FALSE
"
	                                        Final teams set for March Madness championship
	                                    ","javascript:void(0);","	                                        final teams set  march madness championship	                                    ",7,FALSE
"
	                                        UConn's 111-game winning streak ended in women's March Madness bracket
	                                    ","javascript:void(0);","	                                        uconns 111game winning streak ended  womens march madness bracket	                                    ",10,FALSE
"
	                                        12-year-old girl correctly predicts Final Four teams
	                                    ","javascript:void(0);","	                                        12yearold girl correctly predicts final four teams	                                    ",7,FALSE
"
	                                        Final Four teams gear up for big night
	                                    ","javascript:void(0);","	                                        final four teams gear   big night	                                    ",8,FALSE
"
	                                        UNC basketball star gets standing ovation in class after winning shot
	                                    ","javascript:void(0);","	                                        unc basketball star gets standing ovation  class  winning shot	                                    ",11,FALSE
"
	                                        How math comes in handy during March Madness
	                                    ","javascript:void(0);","	                                         math comes  handy  march madness	                                    ",8,FALSE
"Two-bedroom, three-bathroom condo in Northwest Washington lists for $375,000","https://www.washingtonpost.com/news/where-we-live/wp/2017/04/03/two-bedroom-three-bathroom-condo-in-northwest-washington-lists-for-375000/","twobedroom threebathroom condo  northwest washington lists  375000",9,FALSE
"Where demand for homes is growing in the Washington suburbs","https://www.washingtonpost.com/news/where-we-live/wp/2017/04/03/where-demand-for-homes-is-growing-in-the-washington-suburbs/"," demand  homes  growing   washington suburbs",10,FALSE
"How to ensure you’ve received proper documentation after paying off a mortgage","https://www.washingtonpost.com/news/where-we-live/wp/2017/04/03/how-to-ensure-youve-received-proper-documentation-after-paying-off-a-mortgage/","  ensure you’ve received proper documentation  paying   mortgage",12,FALSE
"Making preparations for that first day and night in your new home","https://www.washingtonpost.com/realestate/making-preparations-for-that-first-day-and-night-in-your-new-home/2017/03/30/7355b7c8-f493-11e6-8d72-263470bf0401_story.html","making preparations   first day  night   new home",12,FALSE
"This is what L.A. restaurants do better than any other city’s","https://www.washingtonpost.com/lifestyle/food/in-la-vegetables-are-the-stars/2017/03/31/9d6bc6fa-13e8-11e7-ada0-1489b735b3a3_story.html","   la restaurants  better    city’s",11,FALSE
"How to turn asparagus into a bowl of pasta that sings of spring","https://www.washingtonpost.com/lifestyle/food/how-to-turn-asparagus-into-a-bowl-of-pasta-that-sings-of-spring/2017/03/31/4f62901c-161b-11e7-ada0-1489b735b3a3_story.html","  turn asparagus   bowl  pasta  sings  spring",13,FALSE
"Culinary travel via the eggplant? Yes, that’s the ticket.","https://www.washingtonpost.com/lifestyle/food/culinary-travel-via-the-eggplant-yes-thats-the-ticket/2017/04/02/7f51802a-1720-11e7-833c-503e1f6394c9_story.html","culinary travel via  eggplant yes that’s  ticket",9,FALSE
"Remembering Michael Birchenall’s commitment to local wine","https://www.washingtonpost.com/lifestyle/food/remembering-michael-birchenalls-commitment-to-local-wine/2017/03/31/8f4fb9ca-133c-11e7-ada0-1489b735b3a3_story.html","remembering michael birchenall’s commitment  local wine",7,FALSE
" Samsung Electronics Limited »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=Samsung+Electronics+Limited&ict=clu_bl"," samsung electronics limited��",4,FALSE
"
diversity & equality in business
","https://www.theguardian.com/business/diversity-and-equality","diversity  equality  business",5,FALSE
"‘Friends’ Star Sells Park City, Utah, Ski Retreat for $3.6 Million","http://www.mansionglobal.com/articles/58917","‘friends’ star sells park city utah ski retreat  36 million",11,FALSE
"Australian Home Prices Grow at Highest Rate Since 2010","http://www.mansionglobal.com/articles/58841","australian home prices grow  highest rate since 2010",9,FALSE
"You’ll Want to Get Snowed In at Jeffrey Katzenberg’s Utah ‘Family Trap’","http://www.mansionglobal.com/articles/58169","you’ll want  get snowed   jeffrey katzenberg’s utah ‘family trap’",12,FALSE
"How Trump Became a Russia Skeptic","https://www.wsj.com/articles/how-trump-became-a-russia-skeptic-1491261744"," trump became  russia skeptic",6,FALSE
"A Modified ‘Pence Rule’ Would Be Good for Working Women","https://www.wsj.com/articles/a-modified-pence-rule-would-be-good-for-working-women-1491261696"," modified ‘pence rule’   good  working women",10,FALSE
"Sign Up for Newsletters and Alerts","http://www.wsj.com/public/page/email-setup.html","sign   newsletters  alerts",6,FALSE
"NoMad collaborates with Curtis Stone","/food/92684684-132.html#nt=oft02a-22gp4","nomad collaborates  curtis stone",5,FALSE
"Cooking for Nowruz, the Persian New Year celebration","/food/92821696-132.html#nt=oft02a-22gp4","cooking  nowruz  persian new year celebration",8,FALSE
"Here are the 8 men who are set to be executed in 11 days...","/nation/la-na-arkansas-executions-2017-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","   8 men   set   executed  11 days",14,FALSE
"Why a mom's Facebook warning about human traffickers...","/opinion/op-ed/la-oe-powers-ikea-mom-sex-trafficking-20170331-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","  moms facebook warning  human traffickers",8,FALSE
"Companies start implanting microchips into workers'...","/business/technology/la-fi-tn-microchip-employees-20170403-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","companies start implanting microchips  workers",6,FALSE
"Tesla stock value overtakes Ford as Elon Musk disses short...","/business/autos/la-fi-hy-tesla-1q-production-20170403-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It","tesla stock value overtakes ford  elon musk disses short",10,FALSE
"
								John Cena and Nikki Bella engaged
							","http://abcnews.go.com/Entertainment/john-cena-nikki-bella-engaged-wrestlemania-33/story?id=46540531","								john cena  nikki bella engaged							",6,FALSE
"
											'Gifted' unites Chris Evans with a new young leading lady
										","http://abcnews.go.com/Entertainment/wireStory/gifted-unites-chris-evans-young-leading-lady-46547227","											gifted unites chris evans   new young leading lady										",10,FALSE
"
											How Prince Jackson honored late father Michael Jackson 
										","http://abcnews.go.com/Entertainment/prince-jackson-honors-late-father-michael-jackson-tattoo/story?id=46524062","											 prince jackson honored late father michael jackson 										",8,FALSE
"
								ACM Awards: The night's standout performances 
							","http://abcnews.go.com/Entertainment/academy-country-music-awards-performances/story?id=46535619","								acm awards  nights standout performances 							",6,FALSE
"
											ACM Awards: Complete winners list
										","http://abcnews.go.com/Entertainment/acm-awards-complete-winners-list/story?id=46535104","											acm awards complete winners list										",5,FALSE
"
											52nd ACM Awards: Aldean wins entertainer of the year; Miranda sets female vocalist record
										","http://abcnews.go.com/Entertainment/aldeans-entertainer-year-miranda-sets-female-vocalist-record/story?id=46535345","											52nd acm awards aldean wins entertainer   year miranda sets female vocalist record										",14,FALSE
"
								Hayden Christensen, Mark Hamill back for 'Star Wars' Celebration 
							","http://abcnews.go.com/Entertainment/hayden-christensen-mark-hamill-back-star-wars-40th/story?id=46500674","								hayden christensen mark hamill back  star wars celebration 							",9,FALSE
"
								How Anne Hathaway hid her pregnancy while filming new movie 'Colossal'
							","http://abcnews.go.com/Entertainment/anne-hathaway-opens-filming-movie-colossal-pregnant/story?id=46500300","								 anne hathaway hid  pregnancy  filming new movie colossal							",11,FALSE
"
											5 things to know about singer La'Porsha Renae
										","http://abcnews.go.com/Entertainment/laporsha-renae-things-singer/story?id=46551356","											5 things  know  singer laporsha renae										",8,FALSE
"Democrats call for largest IRS budget to improve service as Trump calls for cuts","https://www.washingtonpost.com/news/powerpost/wp/2017/03/30/democrats-call-for-largest-irs-budget-to-improve-service-as-trump-calls-for-cuts/","democrats call  largest irs budget  improve service  trump calls  cuts",14,FALSE
"Agencies prepare for federal employee layoffs, furloughs","https://www.washingtonpost.com/news/powerpost/wp/2017/03/29/agencies-prepare-for-federal-employee-layoffs-furloughs/","agencies prepare  federal employee layoffs furloughs",7,FALSE
"Energy Department whistleblower finally gets justice, despite agency neglect","https://www.washingtonpost.com/news/powerpost/wp/2017/03/23/energy-department-whistleblower-finally-gets-justice-despite-agency-neglect/","energy department whistleblower finally gets justice despite agency neglect",9,FALSE
"In a first for the government, dogs will be welcome at the Interior Department","https://www.washingtonpost.com/news/powerpost/wp/2017/03/23/in-a-first-for-the-government-dogs-will-be-welcome-at-the-interior-department/","  first   government dogs will  welcome   interior department",14,FALSE
"A quarter million people want to know: When, exactly, is April the giraffe going to give birth?","https://www.washingtonpost.com/news/animalia/wp/2017/03/31/if-youve-been-ignoring-the-live-stream-of-april-the-pregnant-giraffe-nows-the-time-to-tune-in/"," quarter million people want  know  exactly  april  giraffe going  give birth",17,FALSE
"Watch deadly thunderstorms explode over Louisiana with NOAA’s new satellite","https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/04/03/watch-deadly-thunderstorms-explode-over-louisiana-with-noaas-new-satellite/","watch deadly thunderstorms explode  louisiana  noaa’s new satellite",10,FALSE
"These stunning timelapse photos may just convince you about climate change","https://www.washingtonpost.com/news/energy-environment/wp/2017/04/03/you-cant-deny-climate-change-once-you-see-these-images/"," stunning timelapse photos may just convince   climate change",11,FALSE
"Storm chasers drove into a tornado on purpose. Then their peers berated them.","https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/04/03/storm-chasers-drove-into-a-tornado-on-purpose-then-their-peers-berated-them/","storm chasers drove   tornado  purpose   peers berated ",13,FALSE
" Big Little Lies »
","/news/section?cf=all&hl=en&pz=1&ned=us&q=Big+Little+Lies&ict=clu_bl"," big little lies��",4,FALSE
"Should College Students Have Their Own Credit Cards?","http://www.wsj.com/articles/should-college-students-have-their-own-credit-cards-1465783620"," college students    credit cards",8,FALSE
"Podcast: Everything You Should Know About the ‘Nanny Tax’","https://www.wsj.com/articles/podcast-everything-you-should-know-about-the-nanny-tax-1488224514","podcast everything   know   ‘nanny tax’",9,FALSE
